ASV_ID	Bomok1	Bomok2	Bomok3	Bomok4	Gangjeong1	Gangjeong2	Gangjeong3	Gangjeong4
ASV652	0	0	0	0	17	0	0	0
ASV653	0	0	0	0	14	3	0	0
ASV654	0	0	0	0	0	17	0	0
ASV655	0	0	0	0	0	17	0	0
ASV656	0	0	0	0	0	17	0	0
ASV657	16	0	0	0	0	0	0	0
ASV658	16	0	0	0	0	0	0	0
ASV659	16	0	0	0	0	0	0	0
ASV660	16	0	0	0	0	0	0	0
ASV661	3	0	0	0	3	10	0	0
ASV662	0	16	0	0	0	0	0	0
ASV663	0	16	0	0	0	0	0	0
ASV664	0	16	0	0	0	0	0	0
ASV665	0	16	0	0	0	0	0	0
ASV666	0	12	0	0	0	0	2	2
ASV667	0	10	0	0	0	0	3	3
ASV668	0	0	16	0	0	0	0	0
ASV669	0	0	16	0	0	0	0	0
ASV670	0	0	16	0	0	0	0	0
ASV671	0	0	16	0	0	0	0	0
ASV672	0	0	16	0	0	0	0	0
ASV673	0	0	10	0	0	0	3	3
ASV674	0	0	8	8	0	0	0	0
ASV675	0	0	0	16	0	0	0	0
ASV676	0	0	0	16	0	0	0	0
ASV677	0	0	0	16	0	0	0	0
ASV678	0	0	0	11	5	0	0	0
ASV679	0	0	0	2	14	0	0	0
ASV680	0	0	0	0	16	0	0	0
ASV681	0	0	0	0	16	0	0	0
ASV682	0	0	0	0	16	0	0	0
ASV683	0	0	0	0	13	3	0	0
ASV684	0	0	0	0	0	16	0	0
ASV685	0	0	0	0	0	0	8	8
ASV686	0	0	0	0	0	0	8	8
ASV687	0	0	0	0	0	0	8	8
ASV688	0	0	0	0	0	0	8	8
ASV689	0	0	0	0	0	0	8	8
ASV690	0	0	0	0	0	0	8	8
ASV691	0	0	0	0	0	0	8	8
ASV692	15	0	0	0	0	0	0	0
ASV693	2	0	0	2	0	11	0	0
ASV694	0	15	0	0	0	0	0	0
ASV695	0	15	0	0	0	0	0	0
ASV696	0	15	0	0	0	0	0	0
ASV697	0	9	6	0	0	0	0	0
ASV698	0	7	0	0	0	0	4	4
ASV699	0	3	0	0	12	0	0	0
ASV700	0	2	0	0	7	0	3	3
ASV701	0	0	15	0	0	0	0	0
ASV702	0	0	15	0	0	0	0	0
ASV703	0	0	15	0	0	0	0	0
ASV704	0	0	15	0	0	0	0	0
ASV705	0	0	15	0	0	0	0	0
ASV706	0	0	15	0	0	0	0	0
ASV707	0	0	15	0	0	0	0	0
ASV708	0	0	0	15	0	0	0	0
ASV709	0	0	0	15	0	0	0	0
ASV710	0	0	0	15	0	0	0	0
ASV711	0	0	0	15	0	0	0	0
ASV712	0	0	0	6	0	9	0	0
ASV713	0	0	0	0	15	0	0	0
ASV714	0	0	0	0	12	3	0	0
ASV715	0	0	0	0	5	0	5	5
ASV716	0	0	0	0	0	15	0	0
ASV717	0	0	0	0	0	15	0	0
ASV718	14	0	0	0	0	0	0	0
ASV719	14	0	0	0	0	0	0	0
ASV720	9	0	0	0	5	0	0	0
ASV721	8	0	0	0	0	0	3	3
ASV722	4	0	10	0	0	0	0	0
ASV723	0	14	0	0	0	0	0	0
ASV724	0	14	0	0	0	0	0	0
ASV725	0	14	0	0	0	0	0	0
ASV726	0	14	0	0	0	0	0	0
ASV727	0	14	0	0	0	0	0	0
ASV728	0	14	0	0	0	0	0	0
ASV729	0	14	0	0	0	0	0	0
ASV730	0	14	0	0	0	0	0	0
ASV731	0	14	0	0	0	0	0	0
ASV732	0	8	0	6	0	0	0	0
ASV733	0	6	0	0	0	0	4	4
ASV734	0	3	0	0	11	0	0	0
ASV735	0	2	0	0	0	2	5	5
ASV736	0	0	14	0	0	0	0	0
ASV737	0	0	14	0	0	0	0	0
ASV738	0	0	14	0	0	0	0	0
ASV739	0	0	14	0	0	0	0	0
ASV740	0	0	14	0	0	0	0	0
ASV741	0	0	11	0	0	3	0	0
ASV742	0	0	9	0	0	5	0	0
ASV743	0	0	4	0	0	0	5	5
ASV744	0	0	0	14	0	0	0	0
ASV745	0	0	0	14	0	0	0	0
ASV746	0	0	0	14	0	0	0	0
ASV747	0	0	0	14	0	0	0	0
ASV748	0	0	0	14	0	0	0	0
ASV749	0	0	0	14	0	0	0	0
ASV750	0	0	0	10	4	0	0	0
ASV751	0	0	0	8	0	0	3	3
ASV752	0	0	0	2	12	0	0	0
ASV753	0	0	0	0	14	0	0	0
ASV754	0	0	0	0	14	0	0	0
ASV755	0	0	0	0	14	0	0	0
ASV756	0	0	0	0	14	0	0	0
ASV757	0	0	0	0	8	6	0	0
ASV758	0	0	0	0	2	0	6	6
ASV759	0	0	0	0	0	14	0	0
ASV760	0	0	0	0	0	14	0	0
ASV761	0	0	0	0	0	14	0	0
ASV762	0	0	0	0	0	6	4	4
ASV763	0	0	0	0	0	0	7	7
ASV764	0	0	0	0	0	0	7	7
ASV765	0	0	0	0	0	0	7	7
ASV766	0	0	0	0	0	0	7	7
ASV767	0	0	0	0	0	0	7	7
ASV768	0	0	0	0	0	0	7	7
ASV769	0	0	0	0	0	0	7	7
ASV770	0	0	0	0	0	0	7	7
ASV771	0	0	0	0	0	0	7	7
ASV772	0	0	0	0	0	0	7	7
ASV773	0	0	0	0	0	0	7	7
ASV774	0	0	0	0	0	0	7	7
ASV775	0	0	0	0	0	0	7	7
ASV776	0	0	0	0	0	0	7	7
ASV777	0	0	0	0	0	0	7	7
ASV778	0	0	0	0	0	0	7	7
ASV779	0	0	0	0	0	0	7	7
ASV780	0	0	0	0	0	0	7	7
ASV781	13	0	0	0	0	0	0	0
ASV782	13	0	0	0	0	0	0	0
ASV783	13	0	0	0	0	0	0	0
ASV784	13	0	0	0	0	0	0	0
ASV785	13	0	0	0	0	0	0	0
ASV786	13	0	0	0	0	0	0	0
ASV787	13	0	0	0	0	0	0	0
ASV788	13	0	0	0	0	0	0	0
ASV789	13	0	0	0	0	0	0	0
ASV790	10	3	0	0	0	0	0	0
ASV791	9	0	0	4	0	0	0	0
ASV792	6	7	0	0	0	0	0	0
ASV793	0	13	0	0	0	0	0	0
ASV794	0	13	0	0	0	0	0	0
ASV795	0	7	0	0	0	0	3	3
ASV796	0	7	0	6	0	0	0	0
ASV797	0	5	0	0	0	8	0	0
ASV798	0	4	0	0	0	9	0	0
ASV799	0	2	0	0	0	3	4	4
ASV800	0	0	13	0	0	0	0	0
ASV801	0	0	13	0	0	0	0	0
ASV802	0	0	13	0	0	0	0	0
ASV803	0	0	13	0	0	0	0	0
ASV804	0	0	13	0	0	0	0	0
ASV805	0	0	11	0	0	2	0	0
ASV806	0	0	2	2	4	5	0	0
ASV807	0	0	0	13	0	0	0	0
ASV808	0	0	0	13	0	0	0	0
ASV809	0	0	0	13	0	0	0	0
ASV810	0	0	0	4	9	0	0	0
ASV811	0	0	0	0	7	0	3	3
ASV812	0	0	0	0	0	13	0	0
ASV813	0	0	0	0	0	13	0	0
ASV814	0	0	0	0	0	13	0	0
ASV815	0	0	0	0	0	13	0	0
ASV816	0	0	0	0	0	3	5	5
ASV817	12	0	0	0	0	0	0	0
ASV818	9	3	0	0	0	0	0	0
ASV819	8	0	0	0	0	0	2	2
ASV820	7	0	0	0	5	0	0	0
ASV821	3	3	0	0	0	6	0	0
ASV822	0	12	0	0	0	0	0	0
ASV823	0	12	0	0	0	0	0	0
ASV824	0	12	0	0	0	0	0	0
ASV825	0	12	0	0	0	0	0	0
ASV826	0	12	0	0	0	0	0	0
ASV827	0	12	0	0	0	0	0	0
ASV828	0	12	0	0	0	0	0	0
ASV829	0	12	0	0	0	0	0	0
ASV830	0	12	0	0	0	0	0	0
ASV831	0	7	0	0	0	5	0	0
ASV832	0	0	12	0	0	0	0	0
ASV833	0	0	12	0	0	0	0	0
ASV834	0	0	12	0	0	0	0	0
ASV835	0	0	12	0	0	0	0	0
ASV836	0	0	12	0	0	0	0	0
ASV837	0	0	12	0	0	0	0	0
ASV838	0	0	12	0	0	0	0	0
ASV839	0	0	12	0	0	0	0	0
ASV840	0	0	0	12	0	0	0	0
ASV841	0	0	0	12	0	0	0	0
ASV842	0	0	0	12	0	0	0	0
ASV843	0	0	0	12	0	0	0	0
ASV844	0	0	0	12	0	0	0	0
ASV845	0	0	0	12	0	0	0	0
ASV846	0	0	0	12	0	0	0	0
ASV847	0	0	0	12	0	0	0	0
ASV848	0	0	0	12	0	0	0	0
ASV849	0	0	0	12	0	0	0	0
ASV850	0	0	0	12	0	0	0	0
ASV851	0	0	0	12	0	0	0	0
ASV852	0	0	0	12	0	0	0	0
ASV853	0	0	0	12	0	0	0	0
ASV854	0	0	0	8	0	4	0	0
ASV855	0	0	0	0	12	0	0	0
ASV856	0	0	0	0	12	0	0	0
ASV857	0	0	0	0	12	0	0	0
ASV858	0	0	0	0	12	0	0	0
ASV859	0	0	0	0	12	0	0	0
ASV860	0	0	0	0	12	0	0	0
ASV861	0	0	0	0	12	0	0	0
ASV862	0	0	0	0	12	0	0	0
ASV863	0	0	0	0	12	0	0	0
ASV864	0	0	0	0	0	12	0	0
ASV865	0	0	0	0	0	12	0	0
ASV866	0	0	0	0	0	12	0	0
ASV867	0	0	0	0	0	12	0	0
ASV868	0	0	0	0	0	0	6	6
ASV869	0	0	0	0	0	0	6	6
ASV870	0	0	0	0	0	0	6	6
ASV871	0	0	0	0	0	0	6	6
ASV872	0	0	0	0	0	0	6	6
ASV873	11	0	0	0	0	0	0	0
ASV874	11	0	0	0	0	0	0	0
ASV875	11	0	0	0	0	0	0	0
ASV876	11	0	0	0	0	0	0	0
ASV877	11	0	0	0	0	0	0	0
ASV878	11	0	0	0	0	0	0	0
ASV879	6	0	0	2	0	3	0	0
ASV880	4	7	0	0	0	0	0	0
ASV881	2	0	0	4	5	0	0	0
ASV882	2	9	0	0	0	0	0	0
ASV883	0	11	0	0	0	0	0	0
ASV884	0	11	0	0	0	0	0	0
ASV885	0	11	0	0	0	0	0	0
ASV886	0	11	0	0	0	0	0	0
ASV887	0	11	0	0	0	0	0	0
ASV888	0	11	0	0	0	0	0	0
ASV889	0	11	0	0	0	0	0	0
ASV890	0	9	0	2	0	0	0	0
ASV891	0	6	0	0	0	5	0	0
ASV892	0	3	0	0	0	8	0	0
ASV893	0	3	0	0	0	8	0	0
ASV894	0	0	11	0	0	0	0	0
ASV895	0	0	11	0	0	0	0	0
ASV896	0	0	11	0	0	0	0	0
ASV897	0	0	11	0	0	0	0	0
ASV898	0	0	11	0	0	0	0	0
ASV899	0	0	11	0	0	0	0	0
ASV900	0	0	11	0	0	0	0	0
ASV901	0	0	11	0	0	0	0	0
ASV902	0	0	5	0	0	0	3	3
ASV903	0	0	2	0	0	9	0	0
ASV904	0	0	0	11	0	0	0	0
ASV905	0	0	0	11	0	0	0	0
ASV906	0	0	0	11	0	0	0	0
ASV907	0	0	0	11	0	0	0	0
ASV908	0	0	0	11	0	0	0	0
ASV909	0	0	0	8	3	0	0	0
ASV910	0	0	0	8	3	0	0	0
ASV911	0	0	0	2	9	0	0	0
ASV912	0	0	0	0	11	0	0	0
ASV913	0	0	0	0	11	0	0	0
ASV914	0	0	0	0	11	0	0	0
ASV915	0	0	0	0	11	0	0	0
ASV916	0	0	0	0	11	0	0	0
ASV917	0	0	0	0	3	8	0	0
ASV918	0	0	0	0	3	8	0	0
ASV919	0	0	0	0	0	11	0	0
ASV920	0	0	0	0	0	11	0	0
ASV921	0	0	0	0	0	11	0	0
ASV922	0	0	0	0	0	11	0	0
ASV923	0	0	0	0	0	11	0	0
ASV924	0	0	0	0	0	11	0	0
ASV925	0	0	0	0	0	11	0	0
ASV926	0	0	0	0	0	11	0	0
ASV927	0	0	0	0	0	11	0	0
ASV928	10	0	0	0	0	0	0	0
ASV929	10	0	0	0	0	0	0	0
ASV930	10	0	0	0	0	0	0	0
ASV931	6	2	0	0	2	0	0	0
ASV932	5	0	0	0	0	5	0	0
ASV933	2	0	0	0	5	3	0	0
ASV934	0	10	0	0	0	0	0	0
ASV935	0	10	0	0	0	0	0	0
ASV936	0	10	0	0	0	0	0	0
ASV937	0	10	0	0	0	0	0	0
ASV938	0	10	0	0	0	0	0	0
ASV939	0	10	0	0	0	0	0	0
ASV940	0	10	0	0	0	0	0	0
ASV941	0	10	0	0	0	0	0	0
ASV942	0	10	0	0	0	0	0	0
ASV943	0	7	0	0	0	3	0	0
ASV944	0	7	0	0	0	3	0	0
ASV945	0	4	0	0	0	0	3	3
ASV946	0	4	0	0	0	6	0	0
ASV947	0	2	0	0	8	0	0	0
ASV948	0	0	10	0	0	0	0	0
ASV949	0	0	10	0	0	0	0	0
ASV950	0	0	10	0	0	0	0	0
ASV951	0	0	10	0	0	0	0	0
ASV952	0	0	10	0	0	0	0	0
ASV953	0	0	10	0	0	0	0	0
ASV954	0	0	10	0	0	0	0	0
ASV955	0	0	10	0	0	0	0	0
ASV956	0	0	10	0	0	0	0	0
ASV957	0	0	10	0	0	0	0	0
ASV958	0	0	10	0	0	0	0	0
ASV959	0	0	10	0	0	0	0	0
ASV960	0	0	10	0	0	0	0	0
ASV961	0	0	10	0	0	0	0	0
ASV962	0	0	10	0	0	0	0	0
ASV963	0	0	4	0	0	6	0	0
ASV964	0	0	3	0	0	3	2	2
ASV965	0	0	0	10	0	0	0	0
ASV966	0	0	0	10	0	0	0	0
ASV967	0	0	0	10	0	0	0	0
ASV968	0	0	0	10	0	0	0	0
ASV969	0	0	0	10	0	0	0	0
ASV970	0	0	0	10	0	0	0	0
ASV971	0	0	0	10	0	0	0	0
ASV972	0	0	0	10	0	0	0	0
ASV973	0	0	0	10	0	0	0	0
ASV974	0	0	0	10	0	0	0	0
ASV975	0	0	0	10	0	0	0	0
ASV976	0	0	0	10	0	0	0	0
ASV977	0	0	0	10	0	0	0	0
ASV978	0	0	0	10	0	0	0	0
ASV979	0	0	0	10	0	0	0	0
ASV980	0	0	0	10	0	0	0	0
ASV981	0	0	0	6	0	0	2	2
ASV982	0	0	0	4	0	0	3	3
ASV983	0	0	0	0	10	0	0	0
ASV984	0	0	0	0	10	0	0	0
ASV985	0	0	0	0	10	0	0	0
ASV986	0	0	0	0	10	0	0	0
ASV987	0	0	0	0	10	0	0	0
ASV988	0	0	0	0	10	0	0	0
ASV989	0	0	0	0	10	0	0	0
ASV990	0	0	0	0	10	0	0	0
ASV991	0	0	0	0	10	0	0	0
ASV992	0	0	0	0	10	0	0	0
ASV993	0	0	0	0	10	0	0	0
ASV994	0	0	0	0	0	10	0	0
ASV995	0	0	0	0	0	0	5	5
ASV996	0	0	0	0	0	0	5	5
ASV997	0	0	0	0	0	0	5	5
ASV998	0	0	0	0	0	0	5	5
ASV999	0	0	0	0	0	0	5	5
ASV1000	0	0	0	0	0	0	5	5
ASV1001	0	0	0	0	0	0	5	5
ASV1002	0	0	0	0	0	0	5	5
ASV1003	0	0	0	0	0	0	5	5
ASV1004	0	0	0	0	0	0	5	5
ASV1005	0	0	0	0	0	0	5	5
ASV1006	0	0	0	0	0	0	5	5
ASV1007	0	0	0	0	0	0	5	5
ASV1008	0	0	0	0	0	0	5	5
ASV1009	0	0	0	0	0	0	5	5
ASV1010	0	0	0	0	0	0	5	5
ASV1011	0	0	0	0	0	0	5	5
ASV1012	0	0	0	0	0	0	5	5
ASV1013	0	0	0	0	0	0	5	5
ASV1014	0	0	0	0	0	0	5	5
ASV1015	0	0	0	0	0	0	5	5
ASV1016	0	0	0	0	0	0	5	5
ASV1017	0	0	0	0	0	0	5	5
ASV1018	0	0	0	0	0	0	5	5
ASV1019	0	0	0	0	0	0	5	5
ASV1020	0	0	0	0	0	0	5	5
ASV1021	0	0	0	0	0	0	5	5
ASV1022	0	0	0	0	0	0	5	5
ASV1023	0	0	0	0	0	0	5	5
ASV1024	0	0	0	0	0	0	5	5
ASV1025	0	0	0	0	0	0	5	5
ASV1026	0	0	0	0	0	0	5	5
ASV1027	0	0	0	0	0	0	5	5
ASV1028	0	0	0	0	0	0	5	5
ASV1029	0	0	0	0	0	0	5	5
ASV1030	0	0	0	0	0	0	5	5
ASV1031	0	0	0	0	0	0	5	5
ASV1032	0	0	0	0	0	0	5	5
ASV1033	0	0	0	0	0	0	5	5
ASV1034	0	0	0	0	0	0	5	5
ASV1035	0	0	0	0	0	0	5	5
ASV1036	9	0	0	0	0	0	0	0
ASV1037	9	0	0	0	0	0	0	0
ASV1038	9	0	0	0	0	0	0	0
ASV1039	9	0	0	0	0	0	0	0
ASV1040	9	0	0	0	0	0	0	0
ASV1041	9	0	0	0	0	0	0	0
ASV1042	9	0	0	0	0	0	0	0
ASV1043	9	0	0	0	0	0	0	0
ASV1044	9	0	0	0	0	0	0	0
ASV1045	7	2	0	0	0	0	0	0
ASV1046	6	0	3	0	0	0	0	0
ASV1047	0	9	0	0	0	0	0	0
ASV1048	0	9	0	0	0	0	0	0
ASV1049	0	9	0	0	0	0	0	0
ASV1050	0	9	0	0	0	0	0	0
ASV1051	0	9	0	0	0	0	0	0
ASV1052	0	9	0	0	0	0	0	0
ASV1053	0	9	0	0	0	0	0	0
ASV1054	0	9	0	0	0	0	0	0
ASV1055	0	9	0	0	0	0	0	0
ASV1056	0	9	0	0	0	0	0	0
ASV1057	0	9	0	0	0	0	0	0
ASV1058	0	9	0	0	0	0	0	0
ASV1059	0	9	0	0	0	0	0	0
ASV1060	0	9	0	0	0	0	0	0
ASV1061	0	9	0	0	0	0	0	0
ASV1062	0	9	0	0	0	0	0	0
ASV1063	0	9	0	0	0	0	0	0
ASV1064	0	9	0	0	0	0	0	0
ASV1065	0	9	0	0	0	0	0	0
ASV1066	0	9	0	0	0	0	0	0
ASV1067	0	9	0	0	0	0	0	0
ASV1068	0	9	0	0	0	0	0	0
ASV1069	0	7	0	0	0	2	0	0
ASV1070	0	5	0	0	0	0	2	2
ASV1071	0	2	0	0	7	0	0	0
ASV1072	0	0	9	0	0	0	0	0
ASV1073	0	0	9	0	0	0	0	0
ASV1074	0	0	9	0	0	0	0	0
ASV1075	0	0	7	2	0	0	0	0
ASV1076	0	0	7	2	0	0	0	0
ASV1077	0	0	6	0	3	0	0	0
ASV1078	0	0	5	0	0	0	2	2
ASV1079	0	0	3	0	0	0	3	3
ASV1080	0	0	2	0	0	3	2	2
ASV1081	0	0	0	9	0	0	0	0
ASV1082	0	0	0	9	0	0	0	0
ASV1083	0	0	0	9	0	0	0	0
ASV1084	0	0	0	9	0	0	0	0
ASV1085	0	0	0	6	3	0	0	0
ASV1086	0	0	0	4	5	0	0	0
ASV1087	0	0	0	0	9	0	0	0
ASV1088	0	0	0	0	9	0	0	0
ASV1089	0	0	0	0	9	0	0	0
ASV1090	0	0	0	0	9	0	0	0
ASV1091	0	0	0	0	9	0	0	0
ASV1092	0	0	0	0	9	0	0	0
ASV1093	0	0	0	0	9	0	0	0
ASV1094	0	0	0	0	9	0	0	0
ASV1095	0	0	0	0	9	0	0	0
ASV1096	0	0	0	0	9	0	0	0
ASV1097	0	0	0	0	9	0	0	0
ASV1098	0	0	0	0	9	0	0	0
ASV1099	0	0	0	0	9	0	0	0
ASV1100	0	0	0	0	9	0	0	0
ASV1101	0	0	0	0	9	0	0	0
ASV1102	0	0	0	0	9	0	0	0
ASV1103	0	0	0	0	9	0	0	0
ASV1104	0	0	0	0	9	0	0	0
ASV1105	0	0	0	0	0	9	0	0
ASV1106	0	0	0	0	0	9	0	0
ASV1107	0	0	0	0	0	9	0	0
ASV1108	0	0	0	0	0	9	0	0
ASV1109	0	0	0	0	0	9	0	0
ASV1110	0	0	0	0	0	9	0	0
ASV1111	0	0	0	0	0	9	0	0
ASV1112	0	0	0	0	0	9	0	0
ASV1113	0	0	0	0	0	3	3	3
ASV1114	8	0	0	0	0	0	0	0
ASV1115	8	0	0	0	0	0	0	0
ASV1116	8	0	0	0	0	0	0	0
ASV1117	8	0	0	0	0	0	0	0
ASV1118	8	0	0	0	0	0	0	0
ASV1119	5	0	3	0	0	0	0	0
ASV1120	0	8	0	0	0	0	0	0
ASV1121	0	8	0	0	0	0	0	0
ASV1122	0	8	0	0	0	0	0	0
ASV1123	0	8	0	0	0	0	0	0
ASV1124	0	5	0	0	0	3	0	0
ASV1125	0	5	3	0	0	0	0	0
ASV1126	0	3	0	0	5	0	0	0
ASV1127	0	2	0	0	0	0	3	3
ASV1128	0	0	8	0	0	0	0	0
ASV1129	0	0	8	0	0	0	0	0
ASV1130	0	0	8	0	0	0	0	0
ASV1131	0	0	8	0	0	0	0	0
ASV1132	0	0	8	0	0	0	0	0
ASV1133	0	0	8	0	0	0	0	0
ASV1134	0	0	8	0	0	0	0	0
ASV1135	0	0	8	0	0	0	0	0
ASV1136	0	0	8	0	0	0	0	0
ASV1137	0	0	8	0	0	0	0	0
ASV1138	0	0	8	0	0	0	0	0
ASV1139	0	0	8	0	0	0	0	0
ASV1140	0	0	8	0	0	0	0	0
ASV1141	0	0	8	0	0	0	0	0
ASV1142	0	0	8	0	0	0	0	0
ASV1143	0	0	8	0	0	0	0	0
ASV1144	0	0	8	0	0	0	0	0
ASV1145	0	0	8	0	0	0	0	0
ASV1146	0	0	8	0	0	0	0	0
ASV1147	0	0	8	0	0	0	0	0
ASV1148	0	0	8	0	0	0	0	0
ASV1149	0	0	8	0	0	0	0	0
ASV1150	0	0	5	0	3	0	0	0
ASV1151	0	0	4	0	0	0	2	2
ASV1152	0	0	0	8	0	0	0	0
ASV1153	0	0	0	8	0	0	0	0
ASV1154	0	0	0	8	0	0	0	0
ASV1155	0	0	0	8	0	0	0	0
ASV1156	0	0	0	8	0	0	0	0
ASV1157	0	0	0	8	0	0	0	0
ASV1158	0	0	0	8	0	0	0	0
ASV1159	0	0	0	8	0	0	0	0
ASV1160	0	0	0	8	0	0	0	0
ASV1161	0	0	0	8	0	0	0	0
ASV1162	0	0	0	8	0	0	0	0
ASV1163	0	0	0	8	0	0	0	0
ASV1164	0	0	0	8	0	0	0	0
ASV1165	0	0	0	8	0	0	0	0
ASV1166	0	0	0	8	0	0	0	0
ASV1167	0	0	0	8	0	0	0	0
ASV1168	0	0	0	8	0	0	0	0
ASV1169	0	0	0	8	0	0	0	0
ASV1170	0	0	0	8	0	0	0	0
ASV1171	0	0	0	4	0	0	2	2
ASV1172	0	0	0	2	0	0	3	3
ASV1173	0	0	0	0	8	0	0	0
ASV1174	0	0	0	0	8	0	0	0
ASV1175	0	0	0	0	8	0	0	0
ASV1176	0	0	0	0	5	3	0	0
ASV1177	0	0	0	0	2	0	3	3
ASV1178	0	0	0	0	0	8	0	0
ASV1179	0	0	0	0	0	8	0	0
ASV1180	0	0	0	0	0	8	0	0
ASV1181	0	0	0	0	0	8	0	0
ASV1182	0	0	0	0	0	8	0	0
ASV1183	0	0	0	0	0	8	0	0
ASV1184	0	0	0	0	0	8	0	0
ASV1185	0	0	0	0	0	8	0	0
ASV1186	0	0	0	0	0	8	0	0
ASV1187	0	0	0	0	0	8	0	0
ASV1188	0	0	0	0	0	8	0	0
ASV1189	0	0	0	0	0	8	0	0
ASV1190	0	0	0	0	0	8	0	0
ASV1191	0	0	0	0	0	0	4	4
ASV1192	0	0	0	0	0	0	4	4
ASV1193	0	0	0	0	0	0	4	4
ASV1194	0	0	0	0	0	0	4	4
ASV1195	0	0	0	0	0	0	4	4
ASV1196	0	0	0	0	0	0	4	4
ASV1197	0	0	0	0	0	0	4	4
ASV1198	0	0	0	0	0	0	4	4
ASV1199	0	0	0	0	0	0	4	4
ASV1200	0	0	0	0	0	0	4	4
ASV1201	0	0	0	0	0	0	4	4
ASV1202	0	0	0	0	0	0	4	4
ASV1203	0	0	0	0	0	0	4	4
ASV1204	0	0	0	0	0	0	4	4
ASV1205	0	0	0	0	0	0	4	4
ASV1206	0	0	0	0	0	0	4	4
ASV1207	0	0	0	0	0	0	4	4
ASV1208	0	0	0	0	0	0	4	4
ASV1209	0	0	0	0	0	0	4	4
ASV1210	0	0	0	0	0	0	4	4
ASV1211	0	0	0	0	0	0	4	4
ASV1212	0	0	0	0	0	0	4	4
ASV1213	0	0	0	0	0	0	4	4
ASV1214	0	0	0	0	0	0	4	4
ASV1215	0	0	0	0	0	0	4	4
ASV1216	0	0	0	0	0	0	4	4
ASV1217	0	0	0	0	0	0	4	4
ASV1218	0	0	0	0	0	0	4	4
ASV1219	0	0	0	0	0	0	4	4
ASV1220	0	0	0	0	0	0	4	4
ASV1221	0	0	0	0	0	0	4	4
ASV1222	0	0	0	0	0	0	4	4
ASV1223	0	0	0	0	0	0	4	4
ASV1224	0	0	0	0	0	0	4	4
ASV1225	7	0	0	0	0	0	0	0
ASV1226	7	0	0	0	0	0	0	0
ASV1227	7	0	0	0	0	0	0	0
ASV1228	7	0	0	0	0	0	0	0
ASV1229	7	0	0	0	0	0	0	0
ASV1230	7	0	0	0	0	0	0	0
ASV1231	2	3	0	0	2	0	0	0
ASV1232	2	5	0	0	0	0	0	0
ASV1233	2	0	0	0	5	0	0	0
ASV1234	0	7	0	0	0	0	0	0
ASV1235	0	7	0	0	0	0	0	0
ASV1236	0	7	0	0	0	0	0	0
ASV1237	0	7	0	0	0	0	0	0
ASV1238	0	7	0	0	0	0	0	0
ASV1239	0	7	0	0	0	0	0	0
ASV1240	0	7	0	0	0	0	0	0
ASV1241	0	7	0	0	0	0	0	0
ASV1242	0	7	0	0	0	0	0	0
ASV1243	0	7	0	0	0	0	0	0
ASV1244	0	7	0	0	0	0	0	0
ASV1245	0	7	0	0	0	0	0	0
ASV1246	0	7	0	0	0	0	0	0
ASV1247	0	7	0	0	0	0	0	0
ASV1248	0	7	0	0	0	0	0	0
ASV1249	0	7	0	0	0	0	0	0
ASV1250	0	7	0	0	0	0	0	0
ASV1251	0	7	0	0	0	0	0	0
ASV1252	0	7	0	0	0	0	0	0
ASV1253	0	7	0	0	0	0	0	0
ASV1254	0	7	0	0	0	0	0	0
ASV1255	0	7	0	0	0	0	0	0
ASV1256	0	7	0	0	0	0	0	0
ASV1257	0	7	0	0	0	0	0	0
ASV1258	0	7	0	0	0	0	0	0
ASV1259	0	7	0	0	0	0	0	0
ASV1260	0	7	0	0	0	0	0	0
ASV1261	0	7	0	0	0	0	0	0
ASV1262	0	4	0	0	0	3	0	0
ASV1263	0	3	0	0	0	4	0	0
ASV1264	0	2	0	0	5	0	0	0
ASV1265	0	0	7	0	0	0	0	0
ASV1266	0	0	7	0	0	0	0	0
ASV1267	0	0	7	0	0	0	0	0
ASV1268	0	0	7	0	0	0	0	0
ASV1269	0	0	7	0	0	0	0	0
ASV1270	0	0	7	0	0	0	0	0
ASV1271	0	0	7	0	0	0	0	0
ASV1272	0	0	7	0	0	0	0	0
ASV1273	0	0	7	0	0	0	0	0
ASV1274	0	0	7	0	0	0	0	0
ASV1275	0	0	7	0	0	0	0	0
ASV1276	0	0	7	0	0	0	0	0
ASV1277	0	0	7	0	0	0	0	0
ASV1278	0	0	7	0	0	0	0	0
ASV1279	0	0	7	0	0	0	0	0
ASV1280	0	0	7	0	0	0	0	0
ASV1281	0	0	7	0	0	0	0	0
ASV1282	0	0	7	0	0	0	0	0
ASV1283	0	0	7	0	0	0	0	0
ASV1284	0	0	7	0	0	0	0	0
ASV1285	0	0	7	0	0	0	0	0
ASV1286	0	0	3	0	4	0	0	0
ASV1287	0	0	2	5	0	0	0	0
ASV1288	0	0	0	7	0	0	0	0
ASV1289	0	0	0	7	0	0	0	0
ASV1290	0	0	0	7	0	0	0	0
ASV1291	0	0	0	7	0	0	0	0
ASV1292	0	0	0	7	0	0	0	0
ASV1293	0	0	0	7	0	0	0	0
ASV1294	0	0	0	7	0	0	0	0
ASV1295	0	0	0	7	0	0	0	0
ASV1296	0	0	0	7	0	0	0	0
ASV1297	0	0	0	7	0	0	0	0
ASV1298	0	0	0	4	3	0	0	0
ASV1299	0	0	0	0	7	0	0	0
ASV1300	0	0	0	0	7	0	0	0
