ASV_ID	Bomok1	Bomok2	Bomok3	Bomok4	Gangjeong1	Gangjeong2	Gangjeong3	Gangjeong4
ASV1301	0	0	0	0	7	0	0	0
ASV1302	0	0	0	0	7	0	0	0
ASV1303	0	0	0	0	7	0	0	0
ASV1304	0	0	0	0	7	0	0	0
ASV1305	0	0	0	0	7	0	0	0
ASV1306	0	0	0	0	7	0	0	0
ASV1307	0	0	0	0	7	0	0	0
ASV1308	0	0	0	0	7	0	0	0
ASV1309	0	0	0	0	7	0	0	0
ASV1310	0	0	0	0	7	0	0	0
ASV1311	0	0	0	0	7	0	0	0
ASV1312	0	0	0	0	7	0	0	0
ASV1313	0	0	0	0	7	0	0	0
ASV1314	0	0	0	0	7	0	0	0
ASV1315	0	0	0	0	7	0	0	0
ASV1316	0	0	0	0	3	4	0	0
ASV1317	0	0	0	0	0	3	2	2
ASV1318	6	0	0	0	0	0	0	0
ASV1319	6	0	0	0	0	0	0	0
ASV1320	6	0	0	0	0	0	0	0
ASV1321	6	0	0	0	0	0	0	0
ASV1322	6	0	0	0	0	0	0	0
ASV1323	6	0	0	0	0	0	0	0
ASV1324	6	0	0	0	0	0	0	0
ASV1325	6	0	0	0	0	0	0	0
ASV1326	6	0	0	0	0	0	0	0
ASV1327	6	0	0	0	0	0	0	0
ASV1328	4	0	0	0	0	2	0	0
ASV1329	0	6	0	0	0	0	0	0
ASV1330	0	6	0	0	0	0	0	0
ASV1331	0	6	0	0	0	0	0	0
ASV1332	0	6	0	0	0	0	0	0
ASV1333	0	6	0	0	0	0	0	0
ASV1334	0	6	0	0	0	0	0	0
ASV1335	0	6	0	0	0	0	0	0
ASV1336	0	6	0	0	0	0	0	0
ASV1337	0	6	0	0	0	0	0	0
ASV1338	0	6	0	0	0	0	0	0
ASV1339	0	6	0	0	0	0	0	0
ASV1340	0	6	0	0	0	0	0	0
ASV1341	0	6	0	0	0	0	0	0
ASV1342	0	6	0	0	0	0	0	0
ASV1343	0	6	0	0	0	0	0	0
ASV1344	0	6	0	0	0	0	0	0
ASV1345	0	4	0	2	0	0	0	0
ASV1346	0	4	0	2	0	0	0	0
ASV1347	0	3	0	0	3	0	0	0
ASV1348	0	2	0	0	0	0	2	2
ASV1349	0	2	0	0	0	0	2	2
ASV1350	0	2	0	0	0	0	2	2
ASV1351	0	0	6	0	0	0	0	0
ASV1352	0	0	6	0	0	0	0	0
ASV1353	0	0	6	0	0	0	0	0
ASV1354	0	0	6	0	0	0	0	0
ASV1355	0	0	6	0	0	0	0	0
ASV1356	0	0	6	0	0	0	0	0
ASV1357	0	0	6	0	0	0	0	0
ASV1358	0	0	6	0	0	0	0	0
ASV1359	0	0	6	0	0	0	0	0
ASV1360	0	0	6	0	0	0	0	0
ASV1361	0	0	6	0	0	0	0	0
ASV1362	0	0	6	0	0	0	0	0
ASV1363	0	0	6	0	0	0	0	0
ASV1364	0	0	6	0	0	0	0	0
ASV1365	0	0	6	0	0	0	0	0
ASV1366	0	0	6	0	0	0	0	0
ASV1367	0	0	6	0	0	0	0	0
ASV1368	0	0	6	0	0	0	0	0
ASV1369	0	0	6	0	0	0	0	0
ASV1370	0	0	6	0	0	0	0	0
ASV1371	0	0	2	0	0	0	2	2
ASV1372	0	0	0	6	0	0	0	0
ASV1373	0	0	0	6	0	0	0	0
ASV1374	0	0	0	6	0	0	0	0
ASV1375	0	0	0	6	0	0	0	0
ASV1376	0	0	0	6	0	0	0	0
ASV1377	0	0	0	6	0	0	0	0
ASV1378	0	0	0	6	0	0	0	0
ASV1379	0	0	0	6	0	0	0	0
ASV1380	0	0	0	6	0	0	0	0
ASV1381	0	0	0	6	0	0	0	0
ASV1382	0	0	0	6	0	0	0	0
ASV1383	0	0	0	6	0	0	0	0
ASV1384	0	0	0	6	0	0	0	0
ASV1385	0	0	0	6	0	0	0	0
ASV1386	0	0	0	6	0	0	0	0
ASV1387	0	0	0	6	0	0	0	0
ASV1388	0	0	0	6	0	0	0	0
ASV1389	0	0	0	6	0	0	0	0
ASV1390	0	0	0	6	0	0	0	0
ASV1391	0	0	0	6	0	0	0	0
ASV1392	0	0	0	6	0	0	0	0
ASV1393	0	0	0	6	0	0	0	0
ASV1394	0	0	0	6	0	0	0	0
ASV1395	0	0	0	6	0	0	0	0
ASV1396	0	0	0	6	0	0	0	0
ASV1397	0	0	0	6	0	0	0	0
ASV1398	0	0	0	6	0	0	0	0
ASV1399	0	0	0	6	0	0	0	0
ASV1400	0	0	0	6	0	0	0	0
ASV1401	0	0	0	6	0	0	0	0
ASV1402	0	0	0	6	0	0	0	0
ASV1403	0	0	0	6	0	0	0	0
ASV1404	0	0	0	6	0	0	0	0
ASV1405	0	0	0	6	0	0	0	0
ASV1406	0	0	0	6	0	0	0	0
ASV1407	0	0	0	6	0	0	0	0
ASV1408	0	0	0	6	0	0	0	0
ASV1409	0	0	0	2	0	0	2	2
ASV1410	0	0	0	0	6	0	0	0
ASV1411	0	0	0	0	0	6	0	0
ASV1412	0	0	0	0	0	6	0	0
ASV1413	0	0	0	0	0	6	0	0
ASV1414	0	0	0	0	0	6	0	0
ASV1415	0	0	0	0	0	6	0	0
ASV1416	0	0	0	0	0	6	0	0
ASV1417	0	0	0	0	0	6	0	0
ASV1418	0	0	0	0	0	6	0	0
ASV1419	0	0	0	0	0	6	0	0
ASV1420	0	0	0	0	0	6	0	0
ASV1421	0	0	0	0	0	6	0	0
ASV1422	0	0	0	0	0	6	0	0
ASV1423	0	0	0	0	0	6	0	0
ASV1424	0	0	0	0	0	6	0	0
ASV1425	0	0	0	0	0	6	0	0
ASV1426	0	0	0	0	0	6	0	0
ASV1427	0	0	0	0	0	6	0	0
ASV1428	0	0	0	0	0	6	0	0
ASV1429	0	0	0	0	0	6	0	0
ASV1430	0	0	0	0	0	0	3	3
ASV1431	0	0	0	0	0	0	3	3
ASV1432	0	0	0	0	0	0	3	3
ASV1433	0	0	0	0	0	0	3	3
ASV1434	0	0	0	0	0	0	3	3
ASV1435	0	0	0	0	0	0	3	3
ASV1436	0	0	0	0	0	0	3	3
ASV1437	0	0	0	0	0	0	3	3
ASV1438	0	0	0	0	0	0	3	3
ASV1439	0	0	0	0	0	0	3	3
ASV1440	0	0	0	0	0	0	3	3
ASV1441	0	0	0	0	0	0	3	3
ASV1442	0	0	0	0	0	0	3	3
ASV1443	0	0	0	0	0	0	3	3
ASV1444	0	0	0	0	0	0	3	3
ASV1445	0	0	0	0	0	0	3	3
ASV1446	0	0	0	0	0	0	3	3
ASV1447	0	0	0	0	0	0	3	3
ASV1448	0	0	0	0	0	0	3	3
ASV1449	0	0	0	0	0	0	3	3
ASV1450	0	0	0	0	0	0	3	3
ASV1451	0	0	0	0	0	0	3	3
ASV1452	0	0	0	0	0	0	3	3
ASV1453	0	0	0	0	0	0	3	3
ASV1454	0	0	0	0	0	0	3	3
ASV1455	0	0	0	0	0	0	3	3
ASV1456	0	0	0	0	0	0	3	3
ASV1457	0	0	0	0	0	0	3	3
ASV1458	0	0	0	0	0	0	3	3
ASV1459	0	0	0	0	0	0	3	3
ASV1460	0	0	0	0	0	0	3	3
ASV1461	0	0	0	0	0	0	3	3
ASV1462	0	0	0	0	0	0	3	3
ASV1463	0	0	0	0	0	0	3	3
ASV1464	0	0	0	0	0	0	3	3
ASV1465	0	0	0	0	0	0	3	3
ASV1466	0	0	0	0	0	0	3	3
ASV1467	0	0	0	0	0	0	3	3
ASV1468	0	0	0	0	0	0	3	3
ASV1469	0	0	0	0	0	0	3	3
ASV1470	0	0	0	0	0	0	3	3
ASV1471	5	0	0	0	0	0	0	0
ASV1472	5	0	0	0	0	0	0	0
ASV1473	5	0	0	0	0	0	0	0
ASV1474	5	0	0	0	0	0	0	0
ASV1475	5	0	0	0	0	0	0	0
ASV1476	5	0	0	0	0	0	0	0
ASV1477	5	0	0	0	0	0	0	0
ASV1478	5	0	0	0	0	0	0	0
ASV1479	5	0	0	0	0	0	0	0
ASV1480	0	5	0	0	0	0	0	0
ASV1481	0	5	0	0	0	0	0	0
ASV1482	0	5	0	0	0	0	0	0
ASV1483	0	5	0	0	0	0	0	0
ASV1484	0	5	0	0	0	0	0	0
ASV1485	0	5	0	0	0	0	0	0
ASV1486	0	5	0	0	0	0	0	0
ASV1487	0	5	0	0	0	0	0	0
ASV1488	0	5	0	0	0	0	0	0
ASV1489	0	5	0	0	0	0	0	0
ASV1490	0	5	0	0	0	0	0	0
ASV1491	0	5	0	0	0	0	0	0
ASV1492	0	5	0	0	0	0	0	0
ASV1493	0	5	0	0	0	0	0	0
ASV1494	0	5	0	0	0	0	0	0
ASV1495	0	5	0	0	0	0	0	0
ASV1496	0	5	0	0	0	0	0	0
ASV1497	0	5	0	0	0	0	0	0
ASV1498	0	5	0	0	0	0	0	0
ASV1499	0	5	0	0	0	0	0	0
ASV1500	0	5	0	0	0	0	0	0
ASV1501	0	5	0	0	0	0	0	0
ASV1502	0	5	0	0	0	0	0	0
ASV1503	0	5	0	0	0	0	0	0
ASV1504	0	5	0	0	0	0	0	0
ASV1505	0	5	0	0	0	0	0	0
ASV1506	0	5	0	0	0	0	0	0
ASV1507	0	5	0	0	0	0	0	0
ASV1508	0	5	0	0	0	0	0	0
ASV1509	0	5	0	0	0	0	0	0
ASV1510	0	5	0	0	0	0	0	0
ASV1511	0	5	0	0	0	0	0	0
ASV1512	0	5	0	0	0	0	0	0
ASV1513	0	5	0	0	0	0	0	0
ASV1514	0	5	0	0	0	0	0	0
ASV1515	0	5	0	0	0	0	0	0
ASV1516	0	5	0	0	0	0	0	0
ASV1517	0	5	0	0	0	0	0	0
ASV1518	0	5	0	0	0	0	0	0
ASV1519	0	5	0	0	0	0	0	0
ASV1520	0	5	0	0	0	0	0	0
ASV1521	0	2	0	0	3	0	0	0
ASV1522	0	2	0	0	0	3	0	0
ASV1523	0	2	0	0	0	3	0	0
ASV1524	0	2	0	0	0	3	0	0
ASV1525	0	2	3	0	0	0	0	0
ASV1526	0	2	3	0	0	0	0	0
ASV1527	0	0	5	0	0	0	0	0
ASV1528	0	0	5	0	0	0	0	0
ASV1529	0	0	5	0	0	0	0	0
ASV1530	0	0	5	0	0	0	0	0
ASV1531	0	0	5	0	0	0	0	0
ASV1532	0	0	5	0	0	0	0	0
ASV1533	0	0	5	0	0	0	0	0
ASV1534	0	0	5	0	0	0	0	0
ASV1535	0	0	5	0	0	0	0	0
ASV1536	0	0	5	0	0	0	0	0
ASV1537	0	0	5	0	0	0	0	0
ASV1538	0	0	5	0	0	0	0	0
ASV1539	0	0	5	0	0	0	0	0
ASV1540	0	0	5	0	0	0	0	0
ASV1541	0	0	5	0	0	0	0	0
ASV1542	0	0	5	0	0	0	0	0
ASV1543	0	0	5	0	0	0	0	0
ASV1544	0	0	5	0	0	0	0	0
ASV1545	0	0	5	0	0	0	0	0
ASV1546	0	0	5	0	0	0	0	0
ASV1547	0	0	5	0	0	0	0	0
ASV1548	0	0	5	0	0	0	0	0
ASV1549	0	0	5	0	0	0	0	0
ASV1550	0	0	5	0	0	0	0	0
ASV1551	0	0	5	0	0	0	0	0
ASV1552	0	0	5	0	0	0	0	0
ASV1553	0	0	5	0	0	0	0	0
ASV1554	0	0	5	0	0	0	0	0
ASV1555	0	0	5	0	0	0	0	0
ASV1556	0	0	5	0	0	0	0	0
ASV1557	0	0	5	0	0	0	0	0
ASV1558	0	0	5	0	0	0	0	0
ASV1559	0	0	5	0	0	0	0	0
ASV1560	0	0	5	0	0	0	0	0
ASV1561	0	0	5	0	0	0	0	0
ASV1562	0	0	5	0	0	0	0	0
ASV1563	0	0	5	0	0	0	0	0
ASV1564	0	0	5	0	0	0	0	0
ASV1565	0	0	5	0	0	0	0	0
ASV1566	0	0	5	0	0	0	0	0
ASV1567	0	0	5	0	0	0	0	0
ASV1568	0	0	5	0	0	0	0	0
ASV1569	0	0	5	0	0	0	0	0
ASV1570	0	0	5	0	0	0	0	0
ASV1571	0	0	5	0	0	0	0	0
ASV1572	0	0	5	0	0	0	0	0
ASV1573	0	0	5	0	0	0	0	0
ASV1574	0	0	5	0	0	0	0	0
ASV1575	0	0	5	0	0	0	0	0
ASV1576	0	0	5	0	0	0	0	0
ASV1577	0	0	5	0	0	0	0	0
ASV1578	0	0	5	0	0	0	0	0
ASV1579	0	0	5	0	0	0	0	0
ASV1580	0	0	5	0	0	0	0	0
ASV1581	0	0	3	0	2	0	0	0
ASV1582	0	0	0	5	0	0	0	0
ASV1583	0	0	0	5	0	0	0	0
ASV1584	0	0	0	5	0	0	0	0
ASV1585	0	0	0	5	0	0	0	0
ASV1586	0	0	0	5	0	0	0	0
ASV1587	0	0	0	5	0	0	0	0
ASV1588	0	0	0	5	0	0	0	0
ASV1589	0	0	0	3	2	0	0	0
ASV1590	0	0	0	2	3	0	0	0
ASV1591	0	0	0	0	5	0	0	0
ASV1592	0	0	0	0	5	0	0	0
ASV1593	0	0	0	0	5	0	0	0
ASV1594	0	0	0	0	5	0	0	0
ASV1595	0	0	0	0	5	0	0	0
ASV1596	0	0	0	0	5	0	0	0
ASV1597	0	0	0	0	5	0	0	0
ASV1598	0	0	0	0	5	0	0	0
ASV1599	0	0	0	0	5	0	0	0
ASV1600	0	0	0	0	5	0	0	0
ASV1601	0	0	0	0	5	0	0	0
ASV1602	0	0	0	0	5	0	0	0
ASV1603	0	0	0	0	5	0	0	0
ASV1604	0	0	0	0	5	0	0	0
ASV1605	0	0	0	0	5	0	0	0
ASV1606	0	0	0	0	5	0	0	0
ASV1607	0	0	0	0	5	0	0	0
ASV1608	0	0	0	0	5	0	0	0
ASV1609	0	0	0	0	5	0	0	0
ASV1610	0	0	0	0	5	0	0	0
ASV1611	0	0	0	0	5	0	0	0
ASV1612	0	0	0	0	5	0	0	0
ASV1613	0	0	0	0	5	0	0	0
ASV1614	0	0	0	0	5	0	0	0
ASV1615	0	0	0	0	5	0	0	0
ASV1616	0	0	0	0	5	0	0	0
ASV1617	0	0	0	0	5	0	0	0
ASV1618	0	0	0	0	5	0	0	0
ASV1619	0	0	0	0	5	0	0	0
ASV1620	0	0	0	0	5	0	0	0
ASV1621	0	0	0	0	5	0	0	0
ASV1622	0	0	0	0	5	0	0	0
ASV1623	0	0	0	0	0	5	0	0
ASV1624	0	0	0	0	0	5	0	0
ASV1625	0	0	0	0	0	5	0	0
ASV1626	0	0	0	0	0	5	0	0
ASV1627	0	0	0	0	0	5	0	0
ASV1628	0	0	0	0	0	5	0	0
ASV1629	0	0	0	0	0	5	0	0
ASV1630	0	0	0	0	0	5	0	0
ASV1631	0	0	0	0	0	5	0	0
ASV1632	0	0	0	0	0	5	0	0
ASV1633	0	0	0	0	0	5	0	0
ASV1634	0	0	0	0	0	5	0	0
ASV1635	0	0	0	0	0	5	0	0
ASV1636	0	0	0	0	0	5	0	0
ASV1637	0	0	0	0	0	5	0	0
ASV1638	0	0	0	0	0	5	0	0
ASV1639	0	0	0	0	0	5	0	0
ASV1640	0	0	0	0	0	5	0	0
ASV1641	0	0	0	0	0	5	0	0
ASV1642	0	0	0	0	0	5	0	0
ASV1643	0	0	0	0	0	5	0	0
ASV1644	0	0	0	0	0	5	0	0
ASV1645	0	0	0	0	0	5	0	0
ASV1646	0	0	0	0	0	5	0	0
ASV1647	0	0	0	0	0	5	0	0
ASV1648	0	0	0	0	0	5	0	0
ASV1649	0	0	0	0	0	5	0	0
ASV1650	0	0	0	0	0	5	0	0
ASV1651	4	0	0	0	0	0	0	0
ASV1652	4	0	0	0	0	0	0	0
ASV1653	4	0	0	0	0	0	0	0
ASV1654	4	0	0	0	0	0	0	0
ASV1655	4	0	0	0	0	0	0	0
ASV1656	4	0	0	0	0	0	0	0
ASV1657	4	0	0	0	0	0	0	0
ASV1658	4	0	0	0	0	0	0	0
ASV1659	4	0	0	0	0	0	0	0
ASV1660	4	0	0	0	0	0	0	0
ASV1661	4	0	0	0	0	0	0	0
ASV1662	4	0	0	0	0	0	0	0
ASV1663	4	0	0	0	0	0	0	0
ASV1664	4	0	0	0	0	0	0	0
ASV1665	4	0	0	0	0	0	0	0
ASV1666	4	0	0	0	0	0	0	0
ASV1667	4	0	0	0	0	0	0	0
ASV1668	4	0	0	0	0	0	0	0
ASV1669	4	0	0	0	0	0	0	0
ASV1670	4	0	0	0	0	0	0	0
ASV1671	2	2	0	0	0	0	0	0
ASV1672	2	0	0	0	0	2	0	0
ASV1673	2	2	0	0	0	0	0	0
ASV1674	0	4	0	0	0	0	0	0
ASV1675	0	4	0	0	0	0	0	0
ASV1676	0	4	0	0	0	0	0	0
ASV1677	0	4	0	0	0	0	0	0
ASV1678	0	4	0	0	0	0	0	0
ASV1679	0	4	0	0	0	0	0	0
ASV1680	0	4	0	0	0	0	0	0
ASV1681	0	4	0	0	0	0	0	0
ASV1682	0	4	0	0	0	0	0	0
ASV1683	0	4	0	0	0	0	0	0
ASV1684	0	4	0	0	0	0	0	0
ASV1685	0	4	0	0	0	0	0	0
ASV1686	0	4	0	0	0	0	0	0
ASV1687	0	4	0	0	0	0	0	0
ASV1688	0	4	0	0	0	0	0	0
ASV1689	0	4	0	0	0	0	0	0
ASV1690	0	4	0	0	0	0	0	0
ASV1691	0	4	0	0	0	0	0	0
ASV1692	0	4	0	0	0	0	0	0
ASV1693	0	4	0	0	0	0	0	0
ASV1694	0	4	0	0	0	0	0	0
ASV1695	0	4	0	0	0	0	0	0
ASV1696	0	4	0	0	0	0	0	0
ASV1697	0	4	0	0	0	0	0	0
ASV1698	0	4	0	0	0	0	0	0
ASV1699	0	4	0	0	0	0	0	0
ASV1700	0	4	0	0	0	0	0	0
ASV1701	0	4	0	0	0	0	0	0
ASV1702	0	4	0	0	0	0	0	0
ASV1703	0	4	0	0	0	0	0	0
ASV1704	0	4	0	0	0	0	0	0
ASV1705	0	4	0	0	0	0	0	0
ASV1706	0	4	0	0	0	0	0	0
ASV1707	0	4	0	0	0	0	0	0
ASV1708	0	4	0	0	0	0	0	0
ASV1709	0	4	0	0	0	0	0	0
ASV1710	0	4	0	0	0	0	0	0
ASV1711	0	4	0	0	0	0	0	0
ASV1712	0	4	0	0	0	0	0	0
ASV1713	0	4	0	0	0	0	0	0
ASV1714	0	4	0	0	0	0	0	0
ASV1715	0	4	0	0	0	0	0	0
ASV1716	0	4	0	0	0	0	0	0
ASV1717	0	4	0	0	0	0	0	0
ASV1718	0	4	0	0	0	0	0	0
ASV1719	0	4	0	0	0	0	0	0
ASV1720	0	4	0	0	0	0	0	0
ASV1721	0	4	0	0	0	0	0	0
ASV1722	0	4	0	0	0	0	0	0
ASV1723	0	4	0	0	0	0	0	0
ASV1724	0	4	0	0	0	0	0	0
ASV1725	0	4	0	0	0	0	0	0
ASV1726	0	4	0	0	0	0	0	0
ASV1727	0	4	0	0	0	0	0	0
ASV1728	0	4	0	0	0	0	0	0
ASV1729	0	4	0	0	0	0	0	0
ASV1730	0	4	0	0	0	0	0	0
ASV1731	0	4	0	0	0	0	0	0
ASV1732	0	4	0	0	0	0	0	0
ASV1733	0	4	0	0	0	0	0	0
ASV1734	0	2	0	0	0	2	0	0
ASV1735	0	2	0	0	2	0	0	0
ASV1736	0	2	0	0	2	0	0	0
ASV1737	0	2	0	0	0	2	0	0
ASV1738	0	0	4	0	0	0	0	0
ASV1739	0	0	4	0	0	0	0	0
ASV1740	0	0	4	0	0	0	0	0
ASV1741	0	0	4	0	0	0	0	0
ASV1742	0	0	4	0	0	0	0	0
ASV1743	0	0	4	0	0	0	0	0
ASV1744	0	0	4	0	0	0	0	0
ASV1745	0	0	4	0	0	0	0	0
ASV1746	0	0	4	0	0	0	0	0
ASV1747	0	0	4	0	0	0	0	0
ASV1748	0	0	4	0	0	0	0	0
ASV1749	0	0	4	0	0	0	0	0
ASV1750	0	0	2	0	0	2	0	0
ASV1751	0	0	2	2	0	0	0	0
ASV1752	0	0	0	4	0	0	0	0
ASV1753	0	0	0	4	0	0	0	0
ASV1754	0	0	0	4	0	0	0	0
ASV1755	0	0	0	4	0	0	0	0
ASV1756	0	0	0	4	0	0	0	0
ASV1757	0	0	0	4	0	0	0	0
ASV1758	0	0	0	4	0	0	0	0
ASV1759	0	0	0	4	0	0	0	0
ASV1760	0	0	0	4	0	0	0	0
ASV1761	0	0	0	4	0	0	0	0
ASV1762	0	0	0	4	0	0	0	0
ASV1763	0	0	0	4	0	0	0	0
ASV1764	0	0	0	4	0	0	0	0
ASV1765	0	0	0	4	0	0	0	0
ASV1766	0	0	0	4	0	0	0	0
ASV1767	0	0	0	4	0	0	0	0
ASV1768	0	0	0	4	0	0	0	0
ASV1769	0	0	0	4	0	0	0	0
ASV1770	0	0	0	4	0	0	0	0
ASV1771	0	0	0	4	0	0	0	0
ASV1772	0	0	0	4	0	0	0	0
ASV1773	0	0	0	4	0	0	0	0
ASV1774	0	0	0	4	0	0	0	0
ASV1775	0	0	0	4	0	0	0	0
ASV1776	0	0	0	4	0	0	0	0
ASV1777	0	0	0	4	0	0	0	0
ASV1778	0	0	0	4	0	0	0	0
ASV1779	0	0	0	4	0	0	0	0
ASV1780	0	0	0	4	0	0	0	0
ASV1781	0	0	0	4	0	0	0	0
ASV1782	0	0	0	4	0	0	0	0
ASV1783	0	0	0	4	0	0	0	0
ASV1784	0	0	0	4	0	0	0	0
ASV1785	0	0	0	4	0	0	0	0
ASV1786	0	0	0	4	0	0	0	0
ASV1787	0	0	0	4	0	0	0	0
ASV1788	0	0	0	4	0	0	0	0
ASV1789	0	0	0	4	0	0	0	0
ASV1790	0	0	0	4	0	0	0	0
ASV1791	0	0	0	4	0	0	0	0
ASV1792	0	0	0	4	0	0	0	0
ASV1793	0	0	0	4	0	0	0	0
ASV1794	0	0	0	4	0	0	0	0
ASV1795	0	0	0	4	0	0	0	0
ASV1796	0	0	0	4	0	0	0	0
ASV1797	0	0	0	4	0	0	0	0
ASV1798	0	0	0	4	0	0	0	0
ASV1799	0	0	0	4	0	0	0	0
ASV1800	0	0	0	4	0	0	0	0
ASV1801	0	0	0	0	4	0	0	0
ASV1802	0	0	0	0	4	0	0	0
ASV1803	0	0	0	0	4	0	0	0
ASV1804	0	0	0	0	4	0	0	0
ASV1805	0	0	0	0	4	0	0	0
ASV1806	0	0	0	0	4	0	0	0
ASV1807	0	0	0	0	4	0	0	0
ASV1808	0	0	0	0	4	0	0	0
ASV1809	0	0	0	0	4	0	0	0
ASV1810	0	0	0	0	4	0	0	0
ASV1811	0	0	0	0	4	0	0	0
ASV1812	0	0	0	0	4	0	0	0
ASV1813	0	0	0	0	4	0	0	0
ASV1814	0	0	0	0	4	0	0	0
ASV1815	0	0	0	0	4	0	0	0
ASV1816	0	0	0	0	4	0	0	0
ASV1817	0	0	0	0	0	4	0	0
ASV1818	0	0	0	0	0	4	0	0
ASV1819	0	0	0	0	0	4	0	0
ASV1820	0	0	0	0	0	4	0	0
ASV1821	0	0	0	0	0	4	0	0
ASV1822	0	0	0	0	0	4	0	0
ASV1823	0	0	0	0	0	4	0	0
ASV1824	0	0	0	0	0	4	0	0
ASV1825	0	0	0	0	0	4	0	0
ASV1826	0	0	0	0	0	4	0	0
ASV1827	0	0	0	0	0	4	0	0
ASV1828	0	0	0	0	0	4	0	0
ASV1829	0	0	0	0	0	4	0	0
ASV1830	0	0	0	0	0	4	0	0
ASV1831	0	0	0	0	0	4	0	0
ASV1832	0	0	0	0	0	4	0	0
ASV1833	0	0	0	0	0	4	0	0
ASV1834	0	0	0	0	0	4	0	0
ASV1835	0	0	0	0	0	4	0	0
ASV1836	0	0	0	0	0	4	0	0
ASV1837	0	0	0	0	0	0	2	2
ASV1838	0	0	0	0	0	0	2	2
ASV1839	0	0	0	0	0	0	2	2
ASV1840	0	0	0	0	0	0	2	2
ASV1841	0	0	0	0	0	0	2	2
ASV1842	0	0	0	0	0	0	2	2
ASV1843	0	0	0	0	0	0	2	2
ASV1844	0	0	0	0	0	0	2	2
ASV1845	0	0	0	0	0	0	2	2
ASV1846	0	0	0	0	0	0	2	2
ASV1847	0	0	0	0	0	0	2	2
ASV1848	0	0	0	0	0	0	2	2
ASV1849	0	0	0	0	0	0	2	2
ASV1850	0	0	0	0	0	0	2	2
ASV1851	0	0	0	0	0	0	2	2
ASV1852	0	0	0	0	0	0	2	2
ASV1853	0	0	0	0	0	0	2	2
ASV1854	0	0	0	0	0	0	2	2
ASV1855	0	0	0	0	0	0	2	2
ASV1856	0	0	0	0	0	0	2	2
ASV1857	0	0	0	0	0	0	2	2
ASV1858	0	0	0	0	0	0	2	2
ASV1859	0	0	0	0	0	0	2	2
ASV1860	0	0	0	0	0	0	2	2
ASV1861	0	0	0	0	0	0	2	2
ASV1862	0	0	0	0	0	0	2	2
ASV1863	0	0	0	0	0	0	2	2
ASV1864	0	0	0	0	0	0	2	2
ASV1865	0	0	0	0	0	0	2	2
ASV1866	0	0	0	0	0	0	2	2
ASV1867	0	0	0	0	0	0	2	2
ASV1868	0	0	0	0	0	0	2	2
ASV1869	0	0	0	0	0	0	2	2
ASV1870	0	0	0	0	0	0	2	2
ASV1871	0	0	0	0	0	0	2	2
ASV1872	0	0	0	0	0	0	2	2
ASV1873	0	0	0	0	0	0	2	2
ASV1874	0	0	0	0	0	0	2	2
ASV1875	0	0	0	0	0	0	2	2
ASV1876	0	0	0	0	0	0	2	2
ASV1877	0	0	0	0	0	0	2	2
ASV1878	0	0	0	0	0	0	2	2
ASV1879	0	0	0	0	0	0	2	2
ASV1880	0	0	0	0	0	0	2	2
ASV1881	0	0	0	0	0	0	2	2
ASV1882	0	0	0	0	0	0	2	2
ASV1883	0	0	0	0	0	0	2	2
ASV1884	0	0	0	0	0	0	2	2
ASV1885	0	0	0	0	0	0	2	2
ASV1886	0	0	0	0	0	0	2	2
ASV1887	0	0	0	0	0	0	2	2
ASV1888	0	0	0	0	0	0	2	2
ASV1889	0	0	0	0	0	0	2	2
ASV1890	0	0	0	0	0	0	2	2
ASV1891	0	0	0	0	0	0	2	2
ASV1892	0	0	0	0	0	0	2	2
ASV1893	0	0	0	0	0	0	2	2
ASV1894	0	0	0	0	0	0	2	2
ASV1895	0	0	0	0	0	0	2	2
ASV1896	0	0	0	0	0	0	2	2
ASV1897	0	0	0	0	0	0	2	2
ASV1898	0	0	0	0	0	0	2	2
ASV1899	0	0	0	0	0	0	2	2
ASV1900	0	0	0	0	0	0	2	2
ASV1901	0	0	0	0	0	0	2	2
ASV1902	0	0	0	0	0	0	2	2
ASV1903	0	0	0	0	0	0	2	2
ASV1904	0	0	0	0	0	0	2	2
ASV1905	0	0	0	0	0	0	2	2
ASV1906	0	0	0	0	0	0	2	2
ASV1907	0	0	0	0	0	0	2	2
ASV1908	0	0	0	0	0	0	2	2
ASV1909	0	0	0	0	0	0	2	2
ASV1910	0	0	0	0	0	0	2	2
ASV1911	0	0	0	0	0	0	2	2
ASV1912	0	0	0	0	0	0	2	2
ASV1913	0	0	0	0	0	0	2	2
ASV1914	0	0	0	0	0	0	2	2
ASV1915	0	0	0	0	0	0	2	2
ASV1916	0	0	0	0	0	0	2	2
ASV1917	0	0	0	0	0	0	2	2
ASV1918	0	0	0	0	0	0	2	2
ASV1919	0	0	0	0	0	0	2	2
ASV1920	0	0	0	0	0	0	2	2
ASV1921	0	0	0	0	0	0	2	2
ASV1922	0	0	0	0	0	0	2	2
ASV1923	0	0	0	0	0	0	2	2
ASV1924	0	0	0	0	0	0	2	2
ASV1925	0	0	0	0	0	0	2	2
ASV1926	0	0	0	0	0	0	2	2
ASV1927	0	0	0	0	0	0	2	2
ASV1928	0	0	0	0	0	0	2	2
ASV1929	0	0	0	0	0	0	2	2
ASV1930	0	0	0	0	0	0	2	2
ASV1931	0	0	0	0	0	0	2	2
ASV1932	0	0	0	0	0	0	2	2
ASV1933	0	0	0	0	0	0	2	2
